name,sector,subsector,sourceType,emissionsQuantity,activity,capacity,year,emissions_mt
Hingurakgoda Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,646.289305,6535091.351160001,469105.0399200001,2025,0.0006462893050000001
Kesbewa Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,620.5098300000001,17416134.25,1250173.2094800002,2025,0.00062050983
Delft Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,612.041905,13367543.3,1565244.5493600003,2025,0.0006120419050000001
Kurunegala Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,601.55543,10409786.86,747240.2655599997,2025,0.00060155543
Kalpitiya Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,586.2099200000001,7152942.850319998,513455.9525,2025,0.0005862099200000001
Thunukkai Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,579.6915550000001,18700610.41899,2189708.9239199995,2025,0.0005796915550000001
Badulla Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,562.7578199999999,7866550.374249999,564680.4673199999,2025,0.00056275782
Ayagama Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,555.7045300000001,3050070.385,218941.59972000003,2025,0.0005557045300000001
Polgahawela Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,528.4972899999999,5043711.808619999,362050.1226,2025,0.0005284972899999999
Nuwara Eliya Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,526.4698249999999,6119607.099959999,439280.5437600001,2025,0.0005264698249999999
Sri Jayawardanapura Kotte Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,517.7306849999999,12342624.909039998,885984.1602000002,2025,0.0005177306849999999
Niyagama Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,514.1087400000001,3520847.9032900007,252735.17339999997,2025,0.0005141087400000002
Eravur Town Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,506.0389349999999,8182432.666,587355.2718,2025,0.000506038935
Yatinuwara Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,504.158865,4915623.017,352855.5932400001,2025,0.000504158865
Alawwa Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,491.95397500000007,3562063.30738,255693.71148000003,2025,0.0004919539750000001
Thawalama Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,467.34474,2225205.773,159730.77911999996,2025,0.00046734474
Mahara Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,455.229585,9540716.391,684856.2303599999,2025,0.00045522958499999997
Dodangoda Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,446.3578100000001,3648277.03445,261882.34607999996,2025,0.0004463578100000001
Negombo Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,434.3586200000001,9330691.18232,669780.0949200001,2025,0.0004343586200000001
Galle Four Gravets Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,423.48531,8799768.497,631669.155,2025,0.00042348531000000004
Mathugama Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,420.36317,2265864.736,162649.38132000004,2025,0.00042036317
Manthai East Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,406.23581500000006,11802522.8864,1381991.771,2025,0.00040623581500000007
Balangoda Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,403.0395249999999,3767543.332,270443.5807199999,2025,0.0004030395249999999
Dankotuwa Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,390.057095,4479416.473309999,321543.6052,2025,0.000390057095
Elpitiya Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,389.770015,2640113.594,189513.883,2025,0.000389770015
N. Palatha East Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,385.853295,7890091.898,566370.3151,2025,0.000385853295
Eravur Pattu Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,377.03174,6656905.299059999,477849.1411200001,2025,0.00037703174
Elapatha Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,359.36903500000005,3040390.475,218246.75423999995,2025,0.00035936903500000003
Matara Four Gravets Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,349.468065,8700799.376,624564.912,2025,0.00034946806500000003
Ambagamuwa Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,340.901935,2637929.352,189357.0978,2025,0.00034090193499999996
Vavuniya Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,339.244225,5236428.837750001,375883.82220000005,2025,0.00033924422499999996
Maharagama Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,332.578875,10075882.30234,723271.7714399998,2025,0.00033257887499999996
Ampara Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,326.3787249999999,4681345.890849999,336038.5978,2025,0.0003263787249999999
Samanthurai Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,326.30403,3349746.8344399994,240453.1198,2025,0.00032630403
Tangalle Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,307.48667,2968781.4238100005,213106.48475999996,2025,0.00030748667
Habaraduwa Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,306.80748500000004,4599870.647290001,330190.0998,2025,0.00030680748500000005
Kamburupitiya Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,295.95813000000004,1961505.37723,140801.7116,2025,0.00029595813000000005
Welimada Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,289.707,3215172.654,230793.05400000003,2025,0.000289707
Bingiriya Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,272.099335,2789025.4175499994,200203.14816,2025,0.000272099335
Kundasale Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,271.264365,4788023.707,343696.1991600001,2025,0.000271264365
Mawanella Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,269.64630000000005,2302635.573,165288.88331999994,2025,0.00026964630000000006
Padukka Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,251.41093,3369315.852,241857.83171999996,2025,0.00025141093
Harispattuwa Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,249.83771,3115126.078,223611.46128,2025,0.00024983770999999997
Beruwala Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,242.543435,2363135.53384,169631.7168,2025,0.00024254343499999998
Nallur Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,241.594715,5034014.515,361354.0207200001,2025,0.00024159471500000002
Embilipitiya Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,238.803645,2321544.009,166646.1761,2025,0.000238803645
Balapitiya Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,220.433505,1625363.0639300002,116672.58408,2025,0.000220433505
Kalutara Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,218.729325,2770664.099,198885.1285,2025,0.000218729325
Dambulla Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,217.51309,2607267.7,187156.125,2025,0.00021751309
Dehiovita Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,215.642535,1693876.383,121590.63947999998,2025,0.000215642535
Mawathagama Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,207.03510000000003,1518170.619,108978.04475999998,2025,0.00020703510000000003
Valikamam South Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,206.07589,2282025.981,163809.47244000004,2025,0.00020607588999999998
Akkaraipattu Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,199.676405,2898332.41197,208049.47044000003,2025,0.00019967640499999998
Kuruvita Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,189.9841,965707.1819899998,69320.85048000001,2025,0.0001899841
Weligama Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,178.28159500000004,2213967.752,158924.08679999996,2025,0.00017828159500000003
Weerambugedara Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,178.20933500000004,1634178.6611100002,117305.38907999998,2025,0.00017820933500000004
Ninthavur Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,175.233345,2220995.766,159428.57471999995,2025,0.000175233345
Narammala Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,174.73635,1633031.868,117223.06944000004,2025,0.00017473635
Kegalle Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,174.06310499999998,1121492.378,80503.49975999998,2025,0.00017406310499999998
Sainthamarathu Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,172.00970999999996,2220015.4267,159358.20107999994,2025,0.00017200970999999997
Matale Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,170.24347,1778819.30142,127688.05260000004,2025,0.00017024347
Nagoda Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,169.38459500000002,1123623.3852,80656.46556000003,2025,0.00016938459500000002
Manmunai West Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,163.46254,1845761.77678,132493.34711999996,2025,0.00016346254
Hikkaduwa Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,162.09151000000003,1675815.0138200002,120294.14868000004,2025,0.00016209151000000003
Weeraketiya Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,159.89928500000002,682891.9039,49019.6712,2025,0.00015989928500000002
Pelmadulla Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,150.87603,805707.2353000001,57835.65888,2025,0.00015087603
