name,sector,subsector,sourceType,emissionsQuantity,activity,capacity,year,emissions_mt
Thimbirigasyaya Division,transportation,road-transportation,gadm-aggregation,79548.30240784306,598552262.1889185,526.8015855187756,2025,0.07954830240784307
Colombo Division,transportation,road-transportation,gadm-aggregation,74211.34785860697,557176608.5390898,466.4165807976903,2025,0.07421134785860697
Panadura Division,transportation,road-transportation,gadm-aggregation,73840.00470427198,553690035.4009662,861.5937125768069,2025,0.07384000470427197
Kelaniya Division,transportation,road-transportation,gadm-aggregation,71997.20443893393,543250489.3163298,523.7675883631034,2025,0.07199720443893393
Negombo Division,transportation,road-transportation,gadm-aggregation,64590.10779280581,482149658.49799097,644.7312971510687,2025,0.0645901077928058
Hambantota Division,transportation,road-transportation,gadm-aggregation,64358.67126076413,486468259.0240526,1365.2019756938955,2025,0.06435867126076412
Dehiwala-Mount Lavinia Division,transportation,road-transportation,gadm-aggregation,64295.883018750734,482039964.8789237,629.7445771275708,2025,0.06429588301875074
Kolonnawa Division,transportation,road-transportation,gadm-aggregation,63802.21203508862,476926175.15148425,647.0181535,2025,0.06380221203508862
Matara Four Gravets Division,transportation,road-transportation,gadm-aggregation,60395.39086783746,455438150.1191303,820.3522145601358,2025,0.060395390867837455
Attanagalla Division,transportation,road-transportation,gadm-aggregation,59166.856239024586,447696091.7606674,1228.6890826959889,2025,0.05916685623902459
K.F.G. & G. Korale Division,transportation,road-transportation,gadm-aggregation,58370.09320234865,466133671.9712338,720.9039175961198,2025,0.05837009320234865
Beruwala Division,transportation,road-transportation,gadm-aggregation,56960.27277180275,448945346.46105736,872.2133249963567,2025,0.05696027277180275
Trincomalee Town and Gravets Division,transportation,road-transportation,gadm-aggregation,55969.95744125421,414569872.9673751,918.5299030402996,2025,0.055969957441254214
Horana Division,transportation,road-transportation,gadm-aggregation,54496.83624201874,415195569.7843751,1116.6699153179322,2025,0.05449683624201874
Bandaragama Division,transportation,road-transportation,gadm-aggregation,51349.57827586452,387780381.0258783,671.5685080297516,2025,0.05134957827586452
Moratuwa Division,transportation,road-transportation,gadm-aggregation,50912.60376863188,382910906.6917642,467.2619685451487,2025,0.05091260376863188
Sri Jayawardanapura Kotte Division,transportation,road-transportation,gadm-aggregation,49792.36390826441,372274185.3611197,455.9864618706749,2025,0.04979236390826441
Trincomalee,transportation,international-shipping,point-source,48114.46443269146,204232.2790552247,147.0,2025,0.048114464432691455
Hanwella Division,transportation,road-transportation,gadm-aggregation,46145.04277487551,354066019.6407894,918.1982533561924,2025,0.04614504277487551
Galle Four Gravets Division,transportation,road-transportation,gadm-aggregation,45428.766666733325,346621082.1647081,467.1382808306855,2025,0.045428766666733324
Divulapitiya Division,transportation,road-transportation,gadm-aggregation,45105.19862650344,336574031.86934245,1302.8223807525126,2025,0.045105198626503445
Koralai Pattu (Valachchenai) Division,transportation,road-transportation,gadm-aggregation,44049.773931994496,327557638.5899681,1179.2844532960662,2025,0.044049773931994496
Embilipitiya Division,transportation,road-transportation,gadm-aggregation,43364.55059605493,331468998.770264,1671.5212702108615,2025,0.04336455059605493
Hambantota,transportation,domestic-shipping,point-source,43087.64196959618,179603.74357120087,7355.0,2025,0.043087641969596184
Nuwara Eliya Division,transportation,road-transportation,gadm-aggregation,42575.261291907234,346775654.3129572,1864.4638373898729,2025,0.04257526129190724
Kurunegala Division,transportation,road-transportation,gadm-aggregation,41608.67325097485,315927821.1454811,921.3997492,2025,0.041608673250974844
Wennappuwa Division,transportation,road-transportation,gadm-aggregation,40623.17375996312,304049760.08068776,568.108615,2025,0.040623173759963126
Puttalam Division,transportation,road-transportation,gadm-aggregation,40214.04974123038,301524670.7049296,1410.633419814996,2025,0.040214049741230384
Thissamaharama Division,transportation,road-transportation,gadm-aggregation,40133.48478228887,300484029.5426557,1427.9976840601614,2025,0.04013348478228887
Angunakolapelessa Division,transportation,road-transportation,gadm-aggregation,39805.56168485696,304291341.5675375,1148.984928752316,2025,0.039805561684856966
Valikamam East Division,transportation,road-transportation,gadm-aggregation,39492.73618822257,291095254.7292287,819.3169289855043,2025,0.03949273618822257
Dimbulagala Division,transportation,road-transportation,gadm-aggregation,39444.6644002796,293394199.5326657,1785.6796912312388,2025,0.039444664400279605
Thenmaradchy (Chavakachcheri) Division,transportation,road-transportation,gadm-aggregation,38920.60001114457,289971328.1945343,1073.7403835037014,2025,0.03892060001114457
Sainthamarathu Division,transportation,road-transportation,gadm-aggregation,38700.81395072285,291056804.1506854,446.8663046311685,2025,0.03870081395072285
Jaffna Division,transportation,road-transportation,gadm-aggregation,38661.63153199965,285946810.25727963,383.4309002570311,2025,0.03866163153199965
Yatinuwara Division,transportation,road-transportation,gadm-aggregation,37848.93289686657,301747281.29118127,615.2072865273583,2025,0.03784893289686657
Weligama Division,transportation,road-transportation,gadm-aggregation,36877.694031785606,280037903.0788062,543.7447486870743,2025,0.036877694031785604
Ambalanthota Division,transportation,road-transportation,gadm-aggregation,36827.71769419321,280952694.8,1229.473556197863,2025,0.03682771769419321
Tangalle Division,transportation,road-transportation,gadm-aggregation,36635.30202257328,280060249.1925385,1071.0502159973598,2025,0.036635302022573285
Eravur Town Division,transportation,road-transportation,gadm-aggregation,36250.84505168753,269560407.9738978,506.9901781693312,2025,0.03625084505168753
Pannala Division,transportation,road-transportation,gadm-aggregation,36053.97177014544,270000647.95139164,1503.2574919761637,2025,0.036053971770145445
Karachchi Division,transportation,road-transportation,gadm-aggregation,36002.43631,266438906.44430807,1640.2028203759094,2025,0.03600243631
Weeraketiya Division,transportation,road-transportation,gadm-aggregation,35334.830795432266,268820606.8459325,1132.0208285463068,2025,0.035334830795432266
Dompe Division,transportation,road-transportation,gadm-aggregation,34393.87440879156,260607927.72215655,1125.0014054228266,2025,0.03439387440879156
Dambulla Division,transportation,road-transportation,gadm-aggregation,34136.64236070716,259720041.8038653,1402.712332215914,2025,0.03413664236070716
Ratnapura Division,transportation,road-transportation,gadm-aggregation,33985.59202254693,262070307.60989028,1102.7474183593683,2025,0.03398559202254693
Mirigama Division,transportation,road-transportation,gadm-aggregation,33970.091299489985,257186333.04145423,1044.400917992784,2025,0.03397009129948998
Nallur Division,transportation,road-transportation,gadm-aggregation,33962.418113110434,250823835.2492104,436.5337536448232,2025,0.03396241811311043
Akmeemana Division,transportation,road-transportation,gadm-aggregation,33630.62680250819,257942315.5701336,576.3050199402976,2025,0.03363062680250819
N. Palatha East Division,transportation,road-transportation,gadm-aggregation,33313.77054523585,248783916.04759708,835.0089300454647,2025,0.03331377054523585
Samanthurai Division,transportation,road-transportation,gadm-aggregation,33049.334846409096,248544372.60945675,594.1554786569818,2025,0.033049334846409095
Akkaraipattu Division,transportation,road-transportation,gadm-aggregation,32708.92895415164,245390648.8149477,591.9605973231435,2025,0.03270892895415164
Nattandiya Division,transportation,road-transportation,gadm-aggregation,32416.29118,241544856.3090408,658.7687949437136,2025,0.03241629118
N. Palatha Central Division,transportation,road-transportation,gadm-aggregation,32003.61243892104,239243440.5391201,1271.9751444315827,2025,0.03200361243892104
Kundasale Division,transportation,road-transportation,gadm-aggregation,31723.14819623382,252901870.8844233,727.5145378111641,2025,0.03172314819623382
Sooriyawewa Division,transportation,road-transportation,gadm-aggregation,31667.86816591503,239467031.12854508,875.1419937527244,2025,0.031667868165915034
Valikamam South Division,transportation,road-transportation,gadm-aggregation,31434.472838768837,231631999.20072803,463.2568674264738,2025,0.03143447283876884
Udunuwara Division,transportation,road-transportation,gadm-aggregation,30925.39084456101,246857636.3330073,533.5666379151212,2025,0.030925390844561012
Eravur Pattu Division,transportation,road-transportation,gadm-aggregation,30843.815384904217,230985136.24059427,1025.4995031269789,2025,0.030843815384904216
Hingurakgoda Division,transportation,road-transportation,gadm-aggregation,30063.56080451789,226094885.23045897,1166.8652586534886,2025,0.03006356080451789
Beliatta Division,transportation,road-transportation,gadm-aggregation,30015.51216490821,229333065.86020035,810.0270063605794,2025,0.03001551216490821
Maritimepattu Division,transportation,road-transportation,gadm-aggregation,29635.565316366494,219691660.84464145,1152.8416981059593,2025,0.029635565316366495
Kuliyapitiya West Division,transportation,road-transportation,gadm-aggregation,29550.256494059544,222231424.3,1091.5355977855968,2025,0.029550256494059544
Mathugama Division,transportation,road-transportation,gadm-aggregation,29421.516174464712,224211731.23866856,937.7026930482258,2025,0.029421516174464712
Dodangoda Division,transportation,road-transportation,gadm-aggregation,29053.620979025905,222352433.2171588,751.1259949113014,2025,0.029053620979025904
Thamankaduwa Division,transportation,road-transportation,gadm-aggregation,28896.876847378917,216801584.26015764,1013.9186324987828,2025,0.028896876847378915
Harispattuwa Division,transportation,road-transportation,gadm-aggregation,28708.447393763672,229293684.4536377,423.2351717419178,2025,0.028708447393763672
Ambagamuwa Division,transportation,road-transportation,gadm-aggregation,28278.00474424924,228586885.2855948,1684.0873821385687,2025,0.02827800474424924
Hikkaduwa Division,transportation,road-transportation,gadm-aggregation,27734.10270430603,213129688.91460955,560.2568694806816,2025,0.02773410270430603
Vadamaradchi South-West Division,transportation,road-transportation,gadm-aggregation,27713.78452386724,204218772.6591674,474.1947947684195,2025,0.027713784523867243
Balapitiya Division,transportation,road-transportation,gadm-aggregation,27593.41803659265,211584494.52307317,374.9608778738348,2025,0.02759341803659265
Mahiyanganaya Division,transportation,road-transportation,gadm-aggregation,27563.80004639786,211820566.7985582,1222.3517261627985,2025,0.02756380004639786
Oddusuddan Division,transportation,road-transportation,gadm-aggregation,26684.23986852592,199908065.58920777,1063.5761690055697,2025,0.02668423986852592
Udapalatha Division,transportation,road-transportation,gadm-aggregation,26624.169886637406,212636465.31550655,638.9811685456915,2025,0.026624169886637405
Niyagama Division,transportation,road-transportation,gadm-aggregation,26269.174489496585,199312043.2743679,870.7189288123736,2025,0.026269174489496585
Bulathsinhala Division,transportation,road-transportation,gadm-aggregation,26056.39052595575,197850957.89394027,1105.3208070907472,2025,0.02605639052595575
Dankotuwa Division,transportation,road-transportation,gadm-aggregation,25980.906357412405,192618346.89483133,631.5521269863376,2025,0.025980906357412403
Thawalama Division,transportation,road-transportation,gadm-aggregation,25803.895640973416,195782802.91416892,1003.470888170306,2025,0.025803895640973417
Narammala Division,transportation,road-transportation,gadm-aggregation,25696.88590491435,195354347.38022804,654.8446899690489,2025,0.02569688590491435
